case	variant	repeat	status	task_time_evidence	log_evidence	output_sha256
decode_comb_sinkhorn	vmi_loop	1	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_loop-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_loop	2	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_loop-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_loop	3	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_loop-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_loop	4	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_loop-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_loop	5	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_loop-5/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_loop-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_fused	1	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_fused-1/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_fused-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_fused	2	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_fused-2/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_fused-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_fused	3	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_fused-3/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_fused-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_fused	4	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_fused-4/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_fused-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
decode_comb_sinkhorn	vmi_fused	5	pass	${RESULT_ROOT}/decode_comb_sinkhorn/profiles/vmi_fused-5/**/task_time_*.csv	${RESULT_ROOT}/decode_comb_sinkhorn/logs/vmi_fused-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	ordinary	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/ordinary-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/ordinary-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	ordinary	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/ordinary-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/ordinary-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	ordinary	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/ordinary-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/ordinary-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	ordinary	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/ordinary-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/ordinary-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	ordinary	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/ordinary-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/ordinary-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_candidate	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_candidate	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_candidate	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_candidate	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_candidate	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_candidate-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_candidate-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_loop	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_loop	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_loop	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_loop	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_loop	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_loop-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_loop-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_fused	1	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-1.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_fused	2	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-2.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_fused	3	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-3.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_fused	4	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-4.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_comb_sinkhorn	vmi_fused	5	pass	${RESULT_ROOT}/prefill_comb_sinkhorn/profiles/vmi_fused-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_comb_sinkhorn/logs/vmi_fused-5.log	69552729de0961391aa9ddf4e274c675bf95612ac00c0e61cdb1f4b82c13b10d
prefill_softmax	ordinary	1	pass	${RESULT_ROOT}/prefill_softmax/profiles/ordinary-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/ordinary-1.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	ordinary	2	pass	${RESULT_ROOT}/prefill_softmax/profiles/ordinary-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/ordinary-2.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	ordinary	3	pass	${RESULT_ROOT}/prefill_softmax/profiles/ordinary-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/ordinary-3.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	ordinary	4	pass	${RESULT_ROOT}/prefill_softmax/profiles/ordinary-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/ordinary-4.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	ordinary	5	pass	${RESULT_ROOT}/prefill_softmax/profiles/ordinary-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/ordinary-5.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_candidate	1	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_candidate-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_candidate-1.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_candidate	2	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_candidate-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_candidate-2.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_candidate	3	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_candidate-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_candidate-3.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_candidate	4	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_candidate-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_candidate-4.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_candidate	5	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_candidate-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_candidate-5.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_loop	1	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_loop-1.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_loop	2	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_loop-2.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_loop	3	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_loop-3.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_loop	4	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_loop-4.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_loop	5	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_loop-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_loop-5.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_fused	1	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_fused-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_fused-1.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_fused	2	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_fused-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_fused-2.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_fused	3	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_fused-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_fused-3.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_fused	4	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_fused-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_fused-4.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_softmax	vmi_fused	5	pass	${RESULT_ROOT}/prefill_softmax/profiles/vmi_fused-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_softmax/logs/vmi_fused-5.log	f0342373bd90377964635fb8afe2771dfe356f925cc7e946339f519b5b7539c7
prefill_rope	ordinary	1	pass	${RESULT_ROOT}/prefill_rope/profiles/ordinary-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/ordinary-1.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	ordinary	2	pass	${RESULT_ROOT}/prefill_rope/profiles/ordinary-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/ordinary-2.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	ordinary	3	pass	${RESULT_ROOT}/prefill_rope/profiles/ordinary-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/ordinary-3.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	ordinary	4	pass	${RESULT_ROOT}/prefill_rope/profiles/ordinary-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/ordinary-4.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	ordinary	5	pass	${RESULT_ROOT}/prefill_rope/profiles/ordinary-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/ordinary-5.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_candidate	1	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_candidate-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_candidate-1.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_candidate	2	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_candidate-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_candidate-2.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_candidate	3	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_candidate-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_candidate-3.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_candidate	4	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_candidate-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_candidate-4.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_candidate	5	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_candidate-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_candidate-5.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_loop	1	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_loop-1.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_loop	2	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_loop-2.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_loop	3	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_loop-3.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_loop	4	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_loop-4.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_loop	5	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_loop-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_loop-5.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_fused	1	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_fused-1/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_fused-1.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_fused	2	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_fused-2/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_fused-2.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_fused	3	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_fused-3/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_fused-3.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_fused	4	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_fused-4/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_fused-4.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
prefill_rope	vmi_fused	5	pass	${RESULT_ROOT}/prefill_rope/profiles/vmi_fused-5/**/task_time_*.csv	${RESULT_ROOT}/prefill_rope/logs/vmi_fused-5.log	dce4d1b93d905fe256244125328c47dffbfddeae426ac1d6b4398e5c8a2b7c53
decode_rmsnorm	ordinary	1	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/ordinary-1/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/ordinary-1.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	ordinary	2	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/ordinary-2/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/ordinary-2.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	ordinary	3	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/ordinary-3/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/ordinary-3.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	ordinary	4	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/ordinary-4/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/ordinary-4.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	ordinary	5	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/ordinary-5/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/ordinary-5.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_candidate	1	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_candidate-1/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_candidate-1.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_candidate	2	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_candidate-2/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_candidate-2.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_candidate	3	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_candidate-3/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_candidate-3.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_candidate	4	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_candidate-4/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_candidate-4.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_candidate	5	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_candidate-5/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_candidate-5.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_loop	1	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_loop-1/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_loop-1.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_loop	2	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_loop-2/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_loop-2.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_loop	3	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_loop-3/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_loop-3.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
decode_rmsnorm	vmi_loop	4	pass	${RESULT_ROOT}/decode_rmsnorm/profiles/vmi_loop-4/**/task_time_*.csv	${RESULT_ROOT}/decode_rmsnorm/logs/vmi_loop-4.log	37dff1b4fb730b4cce90b06d1f128a4a77e9236e8677b65c7cb4f98c239a960c
